"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8449","login","chromium","Mon Dec 09 15:42:47 IST 2024","passed","Mon Dec 09 15:42:56 IST 2024","descibe test","LoginPage.spec.js","",""
